"","BBN_10099_MTG_P3WH10_001","BBN_10109_MTG_P4WA3_001","BBN_10611_MTG_P2WD10_001","BBN_14801_MTG_P1WH9_001","BBN_16213_MTG_P2WH3_001","BBN_18399_MTG_P2WF5_001","BBN_19214_MTG_P2WA3_001","BBN_21792_MTG_P2WG7_001","BBN_24279_MTG_P2WA6_001","BBN_24370_MTG_P3WD4_001","BBN_24578_MTG_P3WF1_001","BBN_7115_MTG_P1WF4_001","BBN_7403_MTG_P1WF7_001","BBN_7404_MTG_P1WF10_001","BBN_7540_MTG_P1WG4_001","BBN_7545_MTG_P1WG7_001","BBN_7617_MTG_P1WH4_001","BBN_9984_MTG_P3WD1_001","BBN002.26094_MTG_P3WC8_001","BBN002.29089_MTG_P3WD7_001","BBN002.29170_MTG_P3WE8_001","BBN002.30035_MTG_P2WG10_001","BBN002.30127_MTG_P3WA4_001","BBN003.26332_MTG_P1WD4_001","BBN003.26333_MTG_P1WD7_001","BBN003.26941_MTG_P2WA9_001","BBN003.26951_MTG_P2WB2_001","BBN003.28342_MTG_P2WB5_001","BBN003.32185_MTG_P1WA5_001","BBN003.32196_MTG_P1WA8_001","BBN003.32205_MTG_P1WB5_001","BBN003.32212_MTG_P1WC1_001","BBN003.32228_MTG_P1WC5_001","BBN003.32235_MTG_P1WC8_001","BBN003.32295_MTG_P1WE3_001","BBN003.33729_MTG_P2WC3_001","BBN003.34161_MTG_P2WC6_001","BBN003.35446_MTG_P2WD1_001","BBN003.35520_MTG_P2WD4_001"
"PCBD2",NA,9.62319,11.4435,NA,NA,NA,9.56364,NA,17.1194,NA,11.8188,13.2251,18.874,NA,19.1371,5.02106,18.6182,NA,NA,7.41677,NA,NA,NA,14.4629,23.5072,7.00362,13.2455,12.1454,NA,NA,NA,18.8382,NA,15.3176,12.2423,19.2389,14.1603,NA,NA
"CYRIA",37.003,25.7954,45.0848,24.2177,37.7514,40.2715,51.239,54.2913,54.3995,36.5101,35.2331,32.1146,43.2246,49.8949,39.4135,40.2885,45.0335,26.2193,37.0115,23.6726,39.5527,34.0473,45.1576,27.5126,38.9619,47.7796,46.5446,38.99,29.0049,44.3662,19.4242,43.6331,42.2209,44.3946,50.0446,36.9196,48.0164,29.9848,46.2668
"FXYD6",18.4253,14.5536,8.1576,NA,32.7731,19.7755,47.0596,27.6497,47.2168,36.1135,12.2581,NA,18.7872,50.7005,14.3871,18.8545,18.6309,26.7864,8.11468,NA,NA,NA,24.0267,NA,25.0626,17.7186,39.97,40.3042,NA,NA,NA,18.6606,28.4897,45.6288,48.6648,34.953,13.3591,36.5087,19.9668
"HDHD2",19.3012,47.3075,50.7932,82.1875,76.4371,44.1274,44.7334,46.8917,77.0271,49.4216,42.1424,55.8972,69.0486,26.4869,54.6082,43.9272,214.444,42.4094,92.8778,42.3098,48.7145,27.7022,36.2237,47.8425,59.6353,33.1107,34.5595,33.8164,138.563,80.0337,61.4122,49.3097,114.361,100.549,76.2404,53.8218,31.0768,142.867,52.7291
"RAB1B",60.9817,61.668,49.7293,50.5124,72.3734,56.2481,81.0632,74.4375,91.4704,71.3304,52.9336,77.5098,53.4089,83.6151,65.1591,51.8511,62.6511,63.8341,69.3283,27.8462,60.8095,63.9914,46.4835,39.8985,80.2224,74.7317,82.0495,83.3261,55.5962,68.9204,66.6377,65.5572,62.0146,83.3128,120.209,48.5134,64.9831,103.17,76.4384
"NAPB",762.533,767.492,864.992,715.245,861.924,777.103,825.885,819.944,803.625,771.827,857.184,648.699,784.049,802.562,719.729,817.136,650.247,934.09,783.376,764.034,857.591,673.089,815.058,910.055,735.865,891.107,845.648,663.38,573.977,920.518,497.813,862.652,653.274,806.444,825.229,732.47,797.753,585.458,878.5
"NUCKS1",12.289,NA,25.2855,24.645,23.6218,15.4503,27.6218,25.6436,51.2052,17.4802,22.0135,NA,29.7166,19.0525,25.1162,17.7738,29.2289,23.3168,NA,15.7953,7.05608,11.9288,35.1451,15.4786,24.6146,24.9992,31.0703,19.8322,20.7948,17.3456,64.4422,30.3678,43.5108,46.943,49.0219,19.7395,25.1397,48.1582,14.0764
"TMX4",11.7922,NA,15.7533,NA,15.8162,11.5566,27.1433,25.524,40.4959,18.4822,19.9495,NA,14.7821,29.8813,13.2066,17.2416,NA,8.69168,23.596,NA,16.759,22.0337,13.1145,NA,25.5314,17.2901,21.7199,35.5061,NA,18.9935,NA,16.4537,18.325,21.8088,34.9825,15.613,NA,35.9617,NA
"RBSN",17.0964,17.4646,9.21644,NA,24.8417,29.2755,25.2135,19.2825,17.4577,NA,23.5246,19.4016,19.3787,24.7626,27.1668,23.229,19.1198,23.6646,20.7869,14.9229,25.3747,28.9003,19.4743,9.69793,18.1828,26.7991,41.2279,30.3671,16.1761,20.5655,15.0161,NA,20.2255,19.8087,NA,18.5639,23.1187,14.7571,28.1208
"ISCU",48.9229,79.6477,71.0567,85.4635,62.8066,64.6286,55.1606,47.4361,68.4547,69.1749,81.763,51.5906,70.4024,52.9532,56.7968,66.1216,47.3811,44.1268,69.2833,80.7933,51.4537,49.129,68.9114,48.0346,62.4117,39.3588,65.6394,56.1828,28.4313,55.7076,41.016,54.1444,62.7931,55.6319,64.5001,56.9212,60.6204,44.643,53.357
"SLC25A18",22.2665,14.5846,22.1605,14.9776,20.5069,20.5815,14.0662,23.5643,NA,22.342,21.6498,17.8933,15.2873,17.3995,NA,11.6698,38.3867,21.3038,NA,9.88642,7.32263,NA,24.9244,11.6881,25.5192,15.2006,21.4226,21.2997,18.0093,31.1197,17.9613,20.9318,21.8741,22.4402,16.7046,23.8941,23.9381,39.0488,32.0021
"OSBPL2",NA,138.191,132.514,NA,187.594,140.174,119.744,129.16,63.1772,204.458,123.377,NA,84.1282,82.7124,104.236,100.791,189.623,130.892,80.4275,228.724,176.569,136.391,194.665,123.911,159.935,77.3757,88.6825,211.211,119.305,156.481,43.3866,187.198,138.734,110.499,90.7229,141.432,151.096,44.0618,86.4897
"SLC6A17",139.042,380.97,172.25,306.625,297.787,211.003,341.729,334.472,392.714,268.094,148.064,NA,247.786,359.88,191.777,106.463,138.986,237.169,305.005,77.0389,549.776,302.526,362.896,358.733,367.564,206.989,399.651,369.529,NA,NA,94.8747,284.051,183.506,281.238,361.598,NA,225.57,396.192,91.9307
"ATG5",39.2598,NA,22.3714,NA,32.7489,26.9332,40.9974,34.049,50.8455,NA,5.36428,37.9288,21.5948,26.8918,31.2503,30.6318,NA,25.4278,33.7636,NA,34.8324,35.1715,18.0643,32.946,25.0229,38.6742,NA,NA,NA,27.8135,NA,9.50427,NA,NA,19.1007,NA,40.5315,19.9333,NA
"WDR13",87.0871,88.4994,80.9794,72.352,71.3859,77.9385,84.5865,74.9408,71.1935,75.3666,67.9133,81.4376,77.4853,77.9504,87.7901,82.3433,84.8365,76.022,65.5636,56.6773,62.7721,86.0549,68.7569,70.1999,65.2954,86.5799,63.3536,85.5623,72.9569,69.1599,73.0074,67.7589,82.9116,73.5235,69.5996,69.5405,94.6221,72.618,84.2338
"EHD4",66.372,NA,55.042,NA,NA,80.5104,63.7794,51.1529,NA,62.3037,73.102,62.9519,58.5284,76.8865,65.2172,NA,61.582,67.4104,98.6623,NA,53.0946,73.2398,NA,NA,48.0087,NA,NA,53.2203,94.4918,38.7509,104.626,75.9472,74.8439,67.0973,59.1221,NA,47.4801,NA,53.9834
"SPTBN4",43.9599,44.5771,52.9819,43.3443,57.4115,59.012,52.0675,58.5867,52.6224,54.9192,44.6366,64.5999,48.7864,47.7906,56.3571,52.947,52.3656,51.8338,36.9369,28.3251,41.9307,70.3218,52.3652,62.3451,53.3165,51.461,53.7134,54.7689,63.727,52.3848,46.3367,65.8295,51.4976,59.2276,45.5439,58.2146,69.3364,41.2703,57.3734
"VPS33B",24.5983,40.6563,22.132,12.2107,32.9757,20.809,21.9888,32.3764,35.2971,23.55,32.8786,26.9445,23.5383,32.8939,29.379,20.3174,21.852,26.2,40.0513,NA,NA,22.6551,12.3409,25.4337,27.1633,42.6678,34.2879,34.8906,NA,25.2275,17.4157,32.7788,NA,16.3607,24.2991,29.0921,28.9739,34.2193,25.9555
"VPS16",35.7461,31.6931,32.7868,NA,30.3696,25.8095,33.7496,31.9302,42.5245,13.857,25.5092,38.5947,31.8877,38.4187,34.3929,28.5507,22.9679,23.7372,48.0981,6.94664,27.2426,35.4265,31.8372,NA,31.4172,35.605,43.5895,30.0567,24.6223,32.0971,30.7789,34.404,30.0758,21.4821,30.605,24.457,29.5545,34.3225,30.6852
"VPS11",24.5767,16.2875,28.9249,NA,19.1791,20.4075,21.5434,24.5007,17.2253,14.1696,17.6595,21.2288,21.0002,20.0766,26.0993,15.5698,NA,NA,17.3829,NA,NA,20.3703,NA,NA,28.3867,19.8995,28.0825,27.2954,18.1996,21.7306,16.0369,15.8193,22.4047,20.2431,34.5603,NA,23.1586,27.774,22.518
"SH3BGRL3",45.007,90.929,65.6678,104.177,85.7855,23.0138,51.4999,63.2049,106.766,71.0602,54.2034,54.1604,106.845,50.7228,45.6889,57.9838,77.7489,83.0117,70.3362,48.2595,54.4932,47.0526,79.0526,73.5166,108.846,60.2145,89.4325,43.371,101,78.3523,159.73,104.756,104.537,114.961,100.807,101.912,74.1815,108.527,64.9105
"SLK",27.5832,43.9483,46.4783,52.5344,45.8654,49.8652,49.3447,46.733,42.6326,37.0745,43.8498,36.2595,39.8065,41.6122,43.5033,43.0862,38.8534,32.796,28.3388,30.1538,36.8097,45.1167,39.6137,36.6567,37.766,39.1025,28.8261,38.6026,36.9625,37.177,49.358,45.7299,41.2707,33.8642,40.4504,46.6288,45.9434,33.8621,47.16
"PPIL3",57.2858,47.432,20.5148,22.3548,49.1896,54.2149,37.3072,51.8472,44.6572,43.2697,42.5317,65.4642,35.5051,37.0955,27.4374,47.4838,78.8613,35.6387,NA,41.1082,53.1938,41.0573,42.3274,26.0093,38.0588,54.281,59.3817,26.6344,54.3057,55.3057,34.5572,37.7416,59.9234,17.1928,52.0119,36.5062,67.6402,44.0307,54.214
"RAB3GAP2",27.1869,NA,26.5652,5.69216,25.9904,18.4536,29.0862,35.9008,33.4559,23.9959,19.0864,22.9178,28.726,37.5637,25.1102,34.7147,26.8894,17.7357,11.3725,13.0285,14.4449,35.0324,26.2797,25.7591,20.1348,28.8256,34.3508,23.8498,14.293,26.9563,17.7844,28.297,31.527,29.99,35.8577,14.2381,29.2728,27.5491,31.6362
"PPA2",86.4053,78.2434,97.5388,103.084,104.966,109.365,55.5482,74.4439,80.8489,86.6605,120.838,75.5404,113.086,75.4693,55.8473,53.6716,72.6744,87.8618,66.234,72.9196,86.6961,56.6679,81.4689,79.4216,84.2385,62.3894,92.3747,71.089,26.4567,75.9914,56.3295,59.5049,84.1815,130.422,115.087,47.3138,76.0249,71.7342,61.8822
"MRPL46",35.5921,27.6276,19.9757,NA,23.5501,41.3474,44.0606,37.6831,27.1953,NA,24.9697,NA,20.0518,NA,29.2822,48.1502,20.8222,31.4974,15.8874,26.2936,NA,27.5382,NA,NA,30.5667,29.0187,51.5831,56.0844,3.8854,NA,23.5514,41.8456,39.4692,NA,20.2027,NA,38.8279,37.4237,27.3408
"SLC12A5",118.967,80.2598,124.148,81.6328,123.159,94.1877,195.542,163.189,258.771,134.497,118.301,70.9932,151.306,187.568,140.759,118.766,101.036,110.487,175.701,62.0601,86.1905,99.9331,124.427,111.677,167.544,146.356,172.569,208.517,73.4919,163.338,92.4884,119.918,152.124,181.672,218.827,100.777,110.027,202.61,148.657
"CDIP1",27.2989,NA,21.1293,NA,30.9683,NA,36.5004,43.4642,39.2381,31.1911,23.9198,32.1713,29.203,53.8776,NA,23.5353,16.7102,21.6312,30.6177,NA,21.2609,18.4461,17.9235,NA,25.5583,15.3726,33.0172,50.929,NA,20.8542,NA,23.1904,13.4083,34.6052,56.5572,NA,28.1948,49.8499,19.7325
"TTYH1",12.393,13.5668,33.462,NA,52.1424,27.4572,55.9295,44.9872,64.9462,58.4583,27.9354,25.9132,23.1973,72.8414,31.7581,31.6507,21.6507,38.7983,47.6406,12.2306,25.5626,26.4251,27.7989,10.6078,46.1182,22.0865,56.8713,81.7024,21.5763,40.076,30.0845,36.7564,33.7868,77.0972,103.204,14.9192,37.4133,84.2076,23.6861
"C11orf68",NA,39.8399,36.6595,69.5898,NA,NA,42.2513,41.103,47.406,44.2464,50.1982,NA,45.8412,NA,28.2718,44.1679,NA,56.1965,NA,21.9072,NA,NA,28.5355,NA,56.2622,NA,NA,NA,NA,NA,NA,60.7663,NA,53.1361,73.7063,NA,44.0016,NA,NA
"BOLA2B",23.1398,26.7267,18.5087,39.9921,27.0597,17.6311,22.8457,33.0547,25.139,29.5824,23.1109,26.4795,26.9947,15.1956,23.8851,28.079,35.1136,28.1066,25.6911,28.7981,44.1661,28.3477,19.8617,12.2588,28.3783,14.9703,16.2729,14.407,63.3013,40.5014,34.1817,27.4209,28.9027,29.944,35.1126,44.6025,26.4266,25.8488,32.431
"CDC42EP4",NA,47.0917,14.7681,38.0292,38.486,29.4075,44.2625,31.7848,NA,27.3229,30.8909,26.3616,26.6396,24.66,36.6983,29.1938,61.4129,42.1102,45.9931,31.5748,36.3378,31.0744,38.5716,27.5952,38.5627,22.0822,48.0249,30.3807,67.1389,42.7419,60.0613,48.2476,42.9807,41.9769,28.7692,40.3697,23.3,64.5733,30.0529
"PTPN23",62.4612,24.8839,61.5387,36.5951,60.0358,48.8532,64.73,66.7718,68.721,43.5386,46.1278,64.8745,61.7857,61.0179,54.7771,49.0701,51.5409,39.421,51.3811,31.9513,66.1832,68.1852,55.0402,51.8551,58.1219,71.2757,66.0952,57.5574,24.6902,73.3007,57.1512,66.136,65.2864,54.8073,54.8007,60.077,62.8782,49.633,58.2893
"C1orf198",NA,26.2374,23.2056,11.0847,23.2384,18.8161,18.6671,25.9004,13.2383,22.8142,13.8879,33.0384,21.1019,9.74587,22.4131,17.2599,23.9973,17.6003,27.8015,24.7106,36.1494,34.7469,20.6108,17.784,20.8552,29.3041,19.7567,15.4425,29.7757,27.7399,31.1867,23.3402,18.4664,14.9388,20.6955,25.4009,22.1962,17.4487,14.5919
"CHMP4B",78.1187,103.261,87.6535,89.7766,91.933,93.2479,79.1241,83.9065,85.9842,92.6271,79.6429,103.484,78.707,84.2297,91.8818,84.6451,64.6135,76.4465,44.0527,67.5555,60.3388,98.648,85.3534,98.2993,74.7146,88.0094,79.0219,104.37,45.4288,82.6347,122.211,77.6334,76.0034,92.2572,93.2049,75.7487,103.073,55.9798,83.986
"RWDD1",NA,NA,NA,8.89118,9.45007,NA,7.53378,8.18876,NA,5.36053,NA,5.79478,NA,NA,NA,NA,10.476,NA,NA,7.94873,NA,NA,15.204,NA,11.8826,7.1569,9.40397,NA,NA,NA,NA,8.54887,6.21894,NA,8.71282,NA,7.50657,NA,NA
"FN3K",135.512,158.505,154.813,94.793,112.031,146.289,136.894,134.36,123.403,137.696,141.597,162.994,144.454,146.85,135.664,131.939,136.082,139.512,94.2937,105.642,155.983,164.629,154.501,99.0402,133.733,142.599,155.634,122.018,126.819,135.005,121.7,157.515,142.949,155.885,135.425,167.252,159.301,134.591,128.838
"MAP1LC3A",287.66,285.111,312.676,303.462,418.536,385.909,334.68,317.959,356.706,404.447,408.416,356.237,309.396,317.236,270.336,366.824,306.169,306.956,297.38,429.435,263.844,341.472,441.262,283.527,304.68,276.613,307.207,340.601,279.003,319.06,194.277,310.203,242.522,245.569,321.672,320.489,352.931,201.186,322.663
"WNK1",27.8761,25.9259,39.8392,27.9511,39.2571,36.1166,42.0604,34.2901,23.0368,36.0446,30.4986,37.9787,38.1827,41.2021,32.2382,28.107,34.4058,31.9053,29.7563,38.1832,36.8596,42.8198,42.6243,22.8882,35.3984,36.1474,47.9667,37.1024,38.3364,32.2492,31.3947,46.7472,36.8066,33.5099,39.118,46.3138,40.2943,35.3493,31.5505
"RNPEP",32.6403,23.321,34.271,26.1772,35.9148,36.3523,35.6115,37.8436,27.2359,36.2414,39.2629,27.9406,40.8077,35.1194,45.1846,28.5358,64.1387,39.4804,31.1975,35.1248,32.8091,31.7965,45.6332,27.4912,46.5444,37.8846,32.3307,39.838,50.4781,40.3269,76.1268,36.3655,58.3863,42.0981,31.2544,44.6163,36.3444,74.2581,37.9941
"TUBB1",1359.22,1266,1504.95,1211.17,1462.52,1778.01,1355.98,1374.32,1306.03,1533.95,1244.69,1204.95,1241.1,1383.35,1180.81,1468.55,1145.01,1357.13,971.771,1197.01,1565.78,1472.8,1600.42,1273.85,1158.12,1336.73,1586.93,1334.75,806.01,1250.89,766.327,1539.7,921.032,1125.96,1252.8,1282.71,1693.58,800.667,1420.13
"EPB41L1",416.337,271.108,312.658,246.047,384.189,444.048,423.008,415.303,321.006,279.522,311.556,286.458,349.338,407.98,373.008,406.721,326.175,355.491,372.788,240.685,335.895,384.87,335.705,333.209,358.321,413.083,356.803,379.302,332.655,444.796,295.337,342.859,336.32,377.807,352.294,331.055,340.272,313.294,382.113
"GLIPR2",17.8585,47.4217,29.4524,29.7382,40.4885,34.3773,28.7886,33.0206,14.7708,49.9928,11.1643,68.6438,20.0337,17.946,30.4795,27.3256,27.9504,31.4538,19.0192,11.9146,40.5695,45.7452,23.4554,36.2902,33.174,23.3594,13.329,36.0176,30.6142,33.2273,29.2348,43.0975,15.5816,21.9503,32.7399,41.2214,44.6311,23.0938,29.065
"EHD1",43.8505,49.7394,38.2352,36.8873,44.8421,48.8624,60.351,58.2723,49.5568,41.8866,50.7307,45.1666,37.3862,44.3622,57.1664,40.2419,60.8114,58.4697,60.0629,30.8201,42.9341,84.5302,46.5321,61.0961,69.031,70.6754,48.2881,62.9495,64.3943,51.2937,132.525,59.249,54.2815,50.318,50.3717,59.4469,51.1245,74.6478,52.6656
"SLC32A1",NA,NA,NA,NA,11.9673,8.41907,11.4244,11.3708,11.4792,NA,NA,NA,7.27322,9.13887,NA,NA,NA,NA,NA,6.24395,NA,8.4075,8.62982,NA,8.48736,5.80853,7.05251,4.79101,NA,NA,NA,7.06186,6.65173,4.92696,20.6504,NA,8.41777,38.9792,NA
"OPA3",39.1676,31.8396,53.4186,21.1658,32.878,31.0052,41.6549,49.4668,33.1517,41.8382,NA,36.4945,61.6318,49.5749,37.6688,42.3052,20.5969,31.994,36.4257,15.511,39.335,40.8801,39.8546,24.1363,25.5084,40.2519,21.1896,33.0109,NA,32.5153,24.3641,NA,24.4942,27.3919,50.5581,34.3015,45.3223,42.0098,63.8736
"PRR36",31.7659,27.36,18.3217,28.2508,34.2042,36.9763,24.3697,25.0637,19.1647,23.194,23.302,30.2684,25.5777,20.9049,23.8515,24.3588,20.7106,22.6815,20.4065,21.3151,35.8206,32.6569,20.0141,32.1315,17.4893,34.0529,24.8656,25.9279,23.4289,16.4196,18.5607,23.9529,18.1358,25.8749,27.9647,30.0234,33.876,15.9555,29.264
"ACSS3",29.0435,24.8808,27.4459,21.9586,15.5832,31.9959,31.9511,30.8758,20.9871,35.9629,28.8975,30.1055,33.9435,19.4502,37.7906,22.9724,46.1648,31.1771,27.2879,14.6326,NA,17.9013,12.4713,22.162,31.2746,32.5803,26.8608,30.5502,56.8542,19.9232,65.6513,30.1809,30.6969,44.4823,21.343,46.4383,28.7469,65.4925,28.4857
"BCAS3",43.6657,43.1052,41.2166,37.99,56.3549,41.93,48.7847,43.0768,45.4075,37.0412,41.4874,37.6547,45.0011,48.0658,48.9364,30.168,36.375,27.5637,22.5548,38.8074,39.137,52.5376,44.6471,44.8826,39.1999,48.486,55.1381,49.4821,43.9655,48.6924,49.3229,38.5899,43.4291,40.1913,41.5579,39.2843,44.9025,39.0706,45.7584
"SMYD3",8.35969,NA,NA,NA,5.78455,8.75234,12.8051,12.2347,9.05376,NA,NA,NA,15.133,9.14248,13.1736,9.92569,11.2199,NA,NA,NA,NA,NA,NA,NA,6.28674,18.3688,NA,NA,NA,13.0034,NA,11.9365,NA,8.85318,8.97892,NA,NA,NA,14.2494
"PTGES2",114.302,79.5253,73.1197,67.6562,75.809,93.0769,88.8449,76.0585,95.9156,95.3889,100.842,75.7436,89.4374,85.8757,85.7848,86.8944,87.3092,82.0119,78.0409,99.5429,68.9318,84.7529,87.2438,83.4248,81.7038,89.2769,100.312,100.349,78.6361,87.1095,81.5505,89.2631,75.9055,69.5377,84.1703,59.1495,105.381,72.2698,85.8679
"UBE2Z",13.2845,11.6837,NA,15.0052,11.724,NA,11.7582,NA,NA,7.99712,13.3531,NA,10.9724,9.81356,12.7751,10.2659,13.0444,10.2378,NA,16.2819,10.1215,15.7861,16.1028,4.84157,8.28284,NA,12.0476,8.06054,NA,NA,18.2312,8.88239,NA,NA,5.02331,NA,8.56685,NA,NA
"ACAD9",48.5382,40.1859,40.1845,11.8501,39.2053,31.315,40.7365,55.4327,45.5325,34.9753,39.3736,38.4181,46.7714,32.7374,35.3379,33.3147,34.5642,31.8321,44.1405,14.46,22.0705,NA,40.4571,27.741,50.5574,53.2567,35.9126,40.0729,13.3533,30.808,31.7174,24.1327,39.7558,47.136,34.7251,39.5951,31.8208,48.3462,34.6333
"METTL7A",11.1015,NA,20.8075,16.7862,11.5714,NA,30.5612,22.8647,21.1416,16.9266,NA,NA,17.9667,28.0078,29.8706,NA,26.4525,10.242,25.3627,NA,NA,23.2061,NA,17.9787,36.4878,19.4219,24.1193,26.5277,NA,19.0932,30.5679,NA,28.727,29.8418,30.7998,25.1308,19.5325,77.3808,15.1775
"MTHFD2L",304.03,194.758,151.836,252.113,196.736,198.541,189.127,157.992,190.257,153.502,222.932,151.706,162.049,159.671,162.88,216.633,147.552,249.067,155.606,136.233,187.241,114.205,188.207,207.293,162.307,253.557,194.626,191.306,161.832,205.757,113.826,171.713,116.543,122.241,152.966,128.871,122.206,112.634,198.882
"SLC25A22",176.432,90.2477,153.928,57.4445,158.164,137.382,198.61,214.937,204.91,136.327,121.928,88.9356,203.295,215.252,93.8836,170.9,102.391,108.272,202.592,76.5316,137.229,98.8381,151.323,89.8691,178.385,161.41,174.563,179.519,83.105,179.609,65.3477,133.868,84.5816,205.965,238.394,103.821,141.802,208.596,215.749
"ARMT1",26.1865,NA,26.5211,NA,23.9437,38.6676,32.0068,33.1224,33.9244,35.5064,19.7,21.8627,30.7927,21.993,32.6136,28.8385,32.5442,29.2796,19.0495,22.1557,18.4945,32.0752,20.2102,23.8956,29.9253,19.0728,32.656,40.6195,NA,32.683,20.4304,25.3865,34.0837,33.8061,32.3337,32.3466,37.5964,23.0682,21.5418
"LRRC40",57.5236,50.119,45.2072,47.7076,58.2937,54.9692,60.7034,55.9844,55.6924,40.5695,57.6517,48.8731,57.9176,58.1569,48.5038,62.802,53.1158,49.4377,52.3953,39.491,50.2568,58.0165,54.2542,54.3566,48.597,62.3111,61.5832,52.5468,48.4694,50.1204,34.6262,58.077,44.4658,61.0865,62.1992,49.1508,62.5464,50.7038,59.9592
"SFXN1",123.27,75.5769,103.023,50.4007,117.93,100.66,164.839,165.974,147.568,140.472,98.232,87.4519,147.83,142.772,104.135,123.279,106.618,91.7907,153.771,65.0774,103.698,113.686,108.419,65.7194,113.853,117.117,116.458,153.083,93.6885,118.008,81.86,98.894,95.0567,156.749,202.432,93.7055,95.1786,220.459,144.805
"MAP6D1",20.5246,38.5778,31.6846,22.8923,67.7211,52.329,36.1367,34.3997,18.8114,35.7282,29.3599,70.6416,18.0695,14.5157,32.119,27.4594,47.0671,29.942,NA,22.3045,40.1568,44.407,23.989,47.5955,20.5532,24.6474,35.7188,25.8101,18.8053,38.8273,12.402,82.2777,22.1218,34.7037,33.5111,40.5067,63.9413,20.3929,27.4072
"L2HGDH",27.1317,22.4764,32.4645,18.9641,20.5269,21.5974,28.3234,25.0588,26.1278,31.1401,25.2677,NA,32.7852,29.2792,20.3344,27.0121,19.8911,NA,NA,28.876,20.6583,18.1736,29.0422,NA,24.9078,26.2675,27.6847,29.337,17.8605,22.0456,36.6877,15.1427,25.4759,18.1105,25.4954,16.6557,21.0254,22.8232,21.0203
"COPS7B",6.76132,10.0774,21.9468,NA,4.04004,6.99847,14.1262,3.19427,NA,NA,16.6783,NA,14.442,4.88203,8.39505,NA,8.03245,NA,NA,9.38218,10.9509,NA,12.0384,NA,NA,NA,NA,NA,NA,10.0837,NA,NA,10.127,NA,NA,11.8419,NA,NA,NA
"CAB39L",51.6288,23.2054,51.5839,37.1944,52.0343,58.6344,54.2971,58.8131,55.0028,57.6648,59.705,25.8961,51.7514,55.835,41.2158,57.704,82.0441,82.7362,74.3464,52.0059,46.0458,68.3838,79.3362,36.0982,68.7233,73.7555,50.9205,56.4373,NA,63.1857,64.6822,65.2478,76.3962,63.1234,51.1802,57.3432,49.2513,48.4165,43.9744
"FN3KRP",NA,57.9614,45.3078,41.108,50.7726,NA,45.5244,77.3756,82.5787,27.8611,33.4779,45.1817,76.1316,40.4596,62.0424,NA,74.4063,32.6627,90.4199,NA,40.0013,54.1568,59.6925,55.3027,54.9929,NA,68.4124,NA,77.8011,51.5158,51.4019,58.4562,84.1844,74.4826,69.3695,57.1835,34.1316,74.0118,48.915
"TBC1D17",40.681,22.57,38.4709,49.4565,35.5067,41.453,43.1459,50.0237,41.3943,38.0071,38.4767,32.946,39.8669,39.0439,42.7794,40.4045,41.9529,42.9972,43.5732,27.0788,47.4308,45.6568,38.1541,31.1746,50.5109,34.7064,51.3434,34.6877,31.7573,33.231,41.2522,40.4535,37.5072,41.2657,46.7103,31.7779,40.2065,39.7787,44.6247
"PPCS",27.6338,37.9357,29.9528,14.1784,27.2962,36.7225,27.4303,29.5999,26.6004,23.0083,25.2722,29.3947,33.1195,23.9032,30.5604,29.4334,40.3002,19.5045,43.62,17.8411,31.7319,43.2879,31.0644,18.1119,32.7522,34.2311,19.8269,23.7212,28.6656,34.5585,41.2809,41.4593,35.0861,33.988,27.861,47.6266,36.3179,23.4703,38.544
"LIN7B",96.0171,136.637,63.4393,71.8123,84.1268,88.6252,116.487,158.907,157.196,103.653,74.0251,46.1133,82.1368,120.191,135.289,84.8375,111.112,169.513,122.894,79.9949,63.3496,201.279,113.135,92.0295,182.198,42.007,96.8365,169.939,78.9208,68.3016,160.52,66.5975,166.845,34.8477,56.7893,264.845,142.902,90.7886,99.0168
"ADGRL3",85.3318,54.6291,62.8476,NA,60.1696,57.7838,74.9935,69.8504,56.6169,51.4768,61.2966,26.3986,74.1836,76.6284,49.6999,81.5377,77.9738,66.3119,NA,51.0844,70.516,88.35,69.8822,56.4561,69.7439,68.4155,63.8998,83.8927,63.9675,77.5425,73.256,80.5005,62.8562,70.4761,76.7494,NA,56.4772,60.1607,76.3439
"C17orf75",44.7632,16.5978,NA,NA,21.3309,23.785,19.6712,18.7418,NA,NA,NA,NA,27.9344,30.2602,NA,21.5753,NA,17.642,NA,13.8724,22.6301,NA,NA,23.7567,NA,NA,NA,NA,NA,NA,38.1224,18.456,55.4651,14.4458,22.9948,NA,NA,31.982,NA
"GNB4",44.355,54.999,67.6867,46.8129,37.2268,34.8792,50.3467,45.5299,38.3397,35.553,32.7463,44.8685,46.5124,38.7105,46.6759,48.1593,75.5761,46.6983,48.5383,34.6397,57.6188,46.8498,54.2843,54.1687,53.0652,45.6222,38.3903,32.9021,71.2684,63.0829,42.5065,49.0524,47.3469,55.9589,35.138,57.6926,48.864,51.1378,40.4481
"GRPEL1",45.6625,70.002,61.2323,55.7718,59.5272,57.4609,63.4427,66.5649,68.4103,76.0459,58.1646,34.5202,72.9612,56.7819,57.0128,69.0418,47.5483,77.4302,59.1585,57.1998,49.5214,51.096,54.5238,34.8395,56.1427,53.5583,58.1421,41.6316,39.4237,62.724,44.134,50.47,50.6196,74.1102,60.1251,65.2125,53.649,57.1645,54.5795
